"alpha","boot_id","node","n_mags_b","n_zero","n_positive","n_negative","n_unidentified","any_positive","any_negative","all_zero","all_positive","any_unidentified","min_positive","max_positive"
"0.05",812,"belief_concern",8,0,8,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.144970333119875,0.157544687525925
"0.05",812,"harm_future",8,0,4,0,4,TRUE,FALSE,FALSE,FALSE,TRUE,0.0537604748203796,0.0593084189583941
"0.05",812,"harm_present",8,0,8,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.247977968320748,0.247977968320748
"0.05",812,"policy_support",8,0,0,0,8,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",812,"politics",8,0,0,0,8,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",812,"social_norms",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",812,"trust_science",8,4,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",812,"weather_risk_prep",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",814,"belief_concern",8,0,8,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.181628240602559,0.192086844427305
"0.05",814,"harm_future",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",814,"harm_present",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",814,"policy_support",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",814,"politics",8,4,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",814,"social_norms",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",814,"trust_science",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",814,"weather_risk_prep",8,0,8,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.174414223388056,0.174414223388056
"0.05",815,"belief_concern",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",815,"harm_future",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",815,"harm_present",8,0,8,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.210434943348536,0.210434943348536
"0.05",815,"policy_support",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",815,"politics",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",815,"social_norms",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",815,"trust_science",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",815,"weather_risk_prep",8,0,4,0,4,TRUE,FALSE,FALSE,FALSE,TRUE,0.0708839399429585,0.0708839399429585
"0.05",816,"belief_concern",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",816,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",816,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.17369524351875,0.17369524351875
"0.05",816,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",816,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",816,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",816,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",816,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",817,"belief_concern",8,0,0,0,8,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",817,"harm_future",8,0,0,0,8,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",817,"harm_present",8,0,8,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.168866930875356,0.168866930875356
"0.05",817,"policy_support",8,0,0,0,8,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",817,"politics",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",817,"social_norms",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",817,"trust_science",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",817,"weather_risk_prep",8,4,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",818,"belief_concern",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",818,"harm_future",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0735645805050111,0.0735645805050111
"0.05",818,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.157524127667655,0.157524127667655
"0.05",818,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",818,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",818,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",818,"trust_science",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",818,"weather_risk_prep",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0638556075137337,0.0638556075137337
"0.05",819,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",819,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",819,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",819,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",819,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",819,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",819,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",819,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",820,"belief_concern",2,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",820,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",820,"harm_present",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.123732386962776,0.123732386962776
"0.05",820,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",820,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",820,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",820,"trust_science",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.193218275850215,0.193218275850215
"0.05",820,"weather_risk_prep",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0711810954425657,0.0711810954425657
"0.05",821,"belief_concern",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",821,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",821,"harm_present",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",821,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",821,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",821,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",821,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",821,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",822,"belief_concern",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.24814261107222,0.24814261107222
"0.05",822,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",822,"harm_present",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",822,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",822,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",822,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",822,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",822,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",823,"belief_concern",3,0,3,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.24708077912231,0.24708077912231
"0.05",823,"harm_future",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",823,"harm_present",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",823,"policy_support",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",823,"politics",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",823,"social_norms",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",823,"trust_science",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",823,"weather_risk_prep",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",824,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.256654184379164,0.256654184379164
"0.05",824,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",824,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",824,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",824,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",824,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",824,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",824,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",825,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.22433159062197,0.22433159062197
"0.05",825,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",825,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.149048402593141,0.149048402593141
"0.05",825,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",825,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",825,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",825,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",825,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",826,"belief_concern",11,4,3,0,4,TRUE,FALSE,FALSE,FALSE,TRUE,0.193559043648529,0.212883157860315
"0.05",826,"harm_future",11,11,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",826,"harm_present",11,0,11,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.218786450190818,0.248432344556864
"0.05",826,"policy_support",11,11,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",826,"politics",11,10,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",826,"social_norms",11,11,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",826,"trust_science",11,11,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",826,"weather_risk_prep",11,11,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",827,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.201363756495365,0.201363756495365
"0.05",827,"harm_future",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0777458355490592,0.0777458355490592
"0.05",827,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.169481362884218,0.169481362884218
"0.05",827,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",827,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",827,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",827,"trust_science",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",827,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",828,"belief_concern",3,0,3,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.267358603216329,0.267358603216329
"0.05",828,"harm_future",3,1,1,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,0.095403869122621,0.095403869122621
"0.05",828,"harm_present",3,0,3,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.151675936951906,0.154189385120059
"0.05",828,"policy_support",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",828,"politics",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",828,"social_norms",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",828,"trust_science",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",828,"weather_risk_prep",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",829,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.256637373191008,0.256637373191008
"0.05",829,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",829,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.198765510149255,0.198765510149255
"0.05",829,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",829,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",829,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",829,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",829,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",830,"belief_concern",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.225301057247547,0.24544794440542
"0.05",830,"harm_future",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",830,"harm_present",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",830,"policy_support",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",830,"politics",4,2,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",830,"social_norms",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",830,"trust_science",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",830,"weather_risk_prep",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",831,"belief_concern",13,0,13,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.153797098632289,0.155468360845535
"0.05",831,"harm_future",13,4,2,0,7,TRUE,FALSE,FALSE,FALSE,TRUE,0.216175207873694,0.216175207873694
"0.05",831,"harm_present",13,0,5,0,8,TRUE,FALSE,FALSE,FALSE,TRUE,0.108041172348298,0.110837013044037
"0.05",831,"policy_support",13,13,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",831,"politics",13,13,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",831,"social_norms",13,13,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",831,"trust_science",13,13,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",831,"weather_risk_prep",13,13,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",832,"belief_concern",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",832,"harm_future",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",832,"harm_present",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",832,"policy_support",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",832,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",832,"social_norms",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",832,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",832,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",833,"belief_concern",16,16,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",833,"harm_future",16,16,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",833,"harm_present",16,16,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",833,"policy_support",16,16,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",833,"politics",16,16,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",833,"social_norms",16,16,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",833,"trust_science",16,16,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",833,"weather_risk_prep",16,8,0,0,8,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",834,"belief_concern",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",834,"harm_future",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",834,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.154067301966827,0.154067301966827
"0.05",834,"policy_support",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",834,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",834,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",834,"trust_science",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.04298681965228,0.04298681965228
"0.05",834,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",835,"belief_concern",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",835,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",835,"harm_present",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",835,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",835,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",835,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",835,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",835,"weather_risk_prep",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.193709270203787,0.193709270203787
"0.05",836,"belief_concern",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.240661288758511,0.240661288758511
"0.05",836,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",836,"harm_present",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.138325581696053,0.138325581696053
"0.05",836,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",836,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",836,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",836,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",836,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",837,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",837,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",837,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",837,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",837,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",837,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",837,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",837,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",838,"belief_concern",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",838,"harm_future",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",838,"harm_present",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",838,"policy_support",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",838,"politics",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",838,"social_norms",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",838,"trust_science",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",838,"weather_risk_prep",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",839,"belief_concern",2,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",839,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",839,"harm_present",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.128860398074953,0.128860398074953
"0.05",839,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",839,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",839,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",839,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",839,"weather_risk_prep",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0747594955588205,0.0747594955588205
"0.05",840,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.243669178553782,0.243669178553782
"0.05",840,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",840,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",840,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",840,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",840,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",840,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",840,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",841,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.227495774239509,0.227495774239509
"0.05",841,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",841,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",841,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",841,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",841,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",841,"trust_science",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.193652903918301,0.193652903918301
"0.05",841,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",842,"belief_concern",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",842,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",842,"harm_present",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",842,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",842,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",842,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",842,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",842,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",843,"belief_concern",3,0,3,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.235422278713536,0.25316760478413
"0.05",843,"harm_future",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",843,"harm_present",3,0,3,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.198922065431399,0.198922065431399
"0.05",843,"policy_support",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",843,"politics",3,2,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.05",843,"social_norms",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.05",843,"trust_science",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
