"spec","target_label","target_size","ate_climate_behavior"
"confound_1of8_harm_present_weather_risk_prep","harm_present+social_norms",2,0.212625184609267
"confound_1of8_harm_present_weather_risk_prep","harm_present+trust_science",2,0.189659548190705
"confound_1of8_harm_present_weather_risk_prep","harm_present+policy_support",2,0.171608074934507
"confound_1of8_harm_present_weather_risk_prep","harm_future+weather_risk_prep",2,0.195794016250173
"confound_1of8_harm_present_weather_risk_prep","harm_future+social_norms",2,0.151774444576486
"confound_1of8_harm_present_weather_risk_prep","harm_future+trust_science",2,0.128808808157923
"confound_1of8_harm_present_weather_risk_prep","harm_future+policy_support",2,0.117036130182606
"confound_1of8_harm_present_weather_risk_prep","weather_risk_prep+social_norms",2,0.150379962333268
"confound_1of8_harm_present_weather_risk_prep","weather_risk_prep+trust_science",2,0.127414325914705
"confound_1of8_harm_present_weather_risk_prep","weather_risk_prep+policy_support",2,0.109362852658508
"confound_1of8_harm_present_weather_risk_prep","social_norms+trust_science",2,0.0572702993346699
"confound_1of8_harm_present_weather_risk_prep","social_norms+policy_support",2,0.0572702993346699
"confound_1of8_harm_present_weather_risk_prep","trust_science+policy_support",2,0.0425840550086731
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_present+harm_future",3,0.232805956182318
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_present+weather_risk_prep",3,0.281124758401004
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_present+social_norms",3,0.256239282248857
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_present+trust_science",3,0.238723792504272
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_present+policy_support",3,0.23610751165136
